
0.0	0.125	-0.921875
0.15625	-0.125	-1.25
0.359375	-0.25	-1.015625
0.453125	-0.578125	-1.203125
0.703125	-0.8125	-0.46875
0.359375	-0.765625	0.25
-0.28125	-0.5625	0.734375
-0.921875	0.828125	0.796875
-0.921875	0.828125	-0.609375
0.859375	1.328125	-1.078125
1.984375	1.59375	-0.4375
1.984375	1.984375	-1.984375
1.984375	1.984375	-1.984375
1.984375	1.984375	-1.984375
1.984375	1.75	-1.640625
1.203125	1.984375	-0.984375
1.578125	1.984375	-1.859375
1.984375	1.984375	0.375
1.984375	1.984375	2.0
1.984375	1.984375	0.78125
1.609375	0.765625	-0.203125
0.6875	1.203125	-0.578125
0.78125	1.0	-0.28125
0.8125	0.453125	-0.390625
1.40625	0.21875	-0.59375
1.984375	-0.1875	-1.484375
0.9375	0.1875	-1.4375
0.9375	0.1875	-0.578125
0.15625	0.546875	-0.203125
-1.28125	1.984375	0.171875
-1.109375	1.984375	-0.703125
-0.171875	1.5625	-0.546875
1.984375	1.171875	-0.703125
1.984375	1.984375	-1.28125
1.984375	1.984375	-0.796875
1.984375	1.984375	-1.984375
1.984375	1.984375	-1.984375
1.984375	1.984375	0.34375
0.546875	1.96875	-1.984375
0.765625	1.984375	0.796875
1.984375	1.984375	2.0
1.984375	1.984375	1.421875
1.984375	0.84375	0.25
