
0.203125	-0.265625	-0.984375
0.34375	-0.890625	-0.75
0.484375	-1.09375	-1.234375
0.59375	-1.34375	-1.171875
0.234375	-0.765625	-0.859375
-0.265625	0.078125	0.1875
-0.3125	1.984375	0.890625
0.6875	1.078125	-0.296875
0.6875	1.078125	-0.765625
0.90625	0.765625	-0.9375
1.984375	1.5	-1.0
1.984375	1.21875	0.984375
1.984375	1.984375	-1.984375
1.984375	1.984375	-1.21875
1.984375	1.984375	0.0625
1.390625	1.984375	-0.40625
0.359375	1.984375	-1.984375
1.984375	1.984375	-1.234375
1.984375	1.984375	2.0
1.984375	1.65625	0.796875
1.984375	0.859375	-0.390625
1.984375	0.203125	-1.984375
1.984375	1.359375	1.484375
-0.0625	0.546875	1.890625
0.609375	0.8125	0.5
0.78125	1.25	-0.25
1.984375	1.984375	-1.75
1.984375	1.984375	-1.984375
1.984375	1.984375	-1.984375
1.984375	1.984375	-1.875
1.984375	1.984375	-1.734375
1.984375	1.984375	-1.984375
1.984375	1.984375	0.78125
1.984375	1.984375	2.0
1.984375	1.984375	0.984375
1.984375	0.078125	-0.015625
1.296875	0.84375	-0.671875
1.234375	0.734375	-1.984375
0.328125	1.203125	0.640625
-0.1875	0.71875	1.25
0.71875	-1.046875	1.203125
0.53125	0.171875	0.234375
0.265625	1.15625	0.25
0.546875	1.375	-0.21875
1.984375	1.984375	-1.984375
1.984375	1.984375	-1.65625
